tweet_text,reaction_text,tweet_type,reaction_num
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",exactly. This appeared to be a well-planned attack. It's like the supposed 9/11 hijacker's passport being found,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",The runner was lost as it was too large.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",even if it was a plant we have the accomplice to corroborate. Let's not humor any conclusions either way.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","well, I can smell the bullshit from here...",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",so are you a truther? Jeez. You people are full of it.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",and you seem a little confused brother.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","maybe I am, but let's not fuel the fire that all of this is orchestrated to exploit Muslims.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",I'm not saying that. I'm just saying this photo ID being found seems not to fit with the proposed scenario- or even logic.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",such military precision that they got the wrong address to start with.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",reminds me of the passports 'miraculously' found at scene of 911. Looking more false flag by the hour.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","can anyone say ""false flag""? Who stands to gain from these murders?",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",this is very strange if the video is genuine.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","Unless you and I are ballistics and weapons specialists, we can't really infer seriously from this.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","I mean with regards to their tactical demonstration and weaponry skills, they'd been well trained for this mission.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",nope- and the video may have been tampered with. But IF this is genuine the shot missed. No blood.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","But the body is in the mortuary there, for people to verify from, i'm sure. Let's be practical.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",Maybe. We don't know what happened. I'll keep an open mind.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","But remember it is a publicized event, we needn't set the flame to a clash of civilizations. It isn't.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",EXACTLY. Some people would like us to think it is. Hence incidents like this. I wonder why..? ;),rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",You're being willfully ignorant of the geopolitical situation in large parts of South Asia and Mid-East. You're wiser than that,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",There are real bad guys. But on the whole people want to get along in peace. That doesn't suit some people's agenda...,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","While you'd like to think so, i invite you to visit India, and Pakistan. Lots of people on either side don't want to get along.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",I lived in the Middle East and elsewhere. Powerful vested interests manipulate geopolitics-  most people want peace.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",The Mid-East is a geopolitical quagmire. We can have several long discussions on all this. Tweets seem insufficient.,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",indeed- you can find me here:,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","Not the faintest idea what you are going on about,anyhow have a great evening.",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5","I was on about the New World Order. BBC hid and still hide paedos, why do you work for them.You knew jimmy well why no talk..",rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",a job is just a job but what he got away with could have been stopped by so many there and it shows the shame the BBC carry..,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",forever. Why do you not tell all and shame them? Fame is but fleeting but abuse lasts the whole life of the person abused....,rumours,51
"ID card of Said Kouachi, suspect in #CharlieHebdo attack, found in car left by 2 suspects http://t.co/QBuyFSVORd http://t.co/FyiSZvWJJ5",No Answer Tony ???,rumours,51
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",What's the source on that?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",source?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",no source,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",you will need a sourceon that,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",What is the source?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Since when did these people start giving warnings?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Have they released statement?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",source? As of yesterday they still talking as it wasn't them.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Press agency Belga announces this.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",is there a source for this?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Do you have any source supporting your claim?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",It's via the Belga new agency.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Belga News Agency,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Belga news agency reports,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Please provide a link supporting your claim. I can't find anything related.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",thank you!,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Belga is not only often wrong but heavily biased &amp; manipulated by state security.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Where ?Arabian source?,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Belga,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Don't have ISIS sources?I don't know immediately what Belga is based,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",i haven't seen it anywhere. UNVERIFIED.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","They spoke with Muslims from Mosoel, where it would have been announced during Friday.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","Hmm, then a statement will undoubtedly follow.Thanks",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",is this the Boubaker al-Hakim connection or actual claim? FRANCE shooting CHARLIEHEBDO,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","It is still waiting for the time being.Things like that are always vague, everyone is reason to preach that.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",That's why I do not retweet :),rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",I think it is bizarre that Belga would be the first and only one.Doesn't seem to be right.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",thanks will try to check further,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Apparently it was said during Friday prayer this morning in Mosul. But all parties have their reasons to say so.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",I am hearing around ISIS Contacts,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Let's hear if you know more ... I do too!,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","Right consideration, think IK.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",None of the IS supporters on Twitter have posted anything.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Already a denial inside,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",OK thanks,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",agreed. I think we can agree this is untrue as of now.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",no confirmation that much going on,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",they didn't claim any responsibility,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Several ISIS members fall from the sky.I think Belga is not right,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","It is of course possible that 1 is Cleric said this.However, without statement little value.1/2",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",In that case they go through the bend very briefly.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Khutba isn't even published yet I'm just told. Belga statement is false,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","IS likes to show when they commit an attack.Always with flag.In case of Paris, nothing.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","RT: is happy to show when they commit an attack.Always with flag.In case of Paris, nothing.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",source?  we don' need no stinkin' source.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","No official IS statement yet, or is there.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Zilch,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",thought I heard on CNN AQAP of Yemen has taken credit.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",neither,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",i hope they didnot quote belga,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",difference here; warning. No claim they did it,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Source: DPA,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",: Source:,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",Not the first nor the only .. Source,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",I had already understood thanks to but watch a bit please.This was the only message about this.,rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""","beats.Only I found the source a bit fragile.That is why it was not wrong, but too early to claim this.No offense.",rumours,57
"#ISIS just claimed responsibility for #CharlieHebdo attack and announced more attacks. ""US &amp; UK are on the list for tomorrow.""",None Taken ..,rumours,57
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything FERGUSONSHOOTING FERGUSON,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"Oh, you were there?",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,What station are you watching?,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,but even if he did you don't get to shoot people that steal... Like... NO. Shit is wrong 20 different ways,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"It is not even relevant. Even IF it were, the sentence for shoplifting is not death by execution in the street. FERGUSON",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,ABSOLUTELY!!!! I agree but I was putting that out there for those that felt that his death was justified,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Several that last bit of info was from fox4 to my memory ...,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Why did they shoot him?,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,thanks,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,oh I agree that tweet was for the racist troll that used that foolishness as an excuse... Now they have none,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"""Din do nuffin!"" Just as those ""innocent"" Palestinian terrorists didnt fire rockets my family LIAR You reap what you sow",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,For being black... He was unarmed no reason to pull a gun out,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Let me explain to you why you're bitch made. You have a lot of mouth but yet no balls to show your face. fuck out my mentions,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,*Blocks*,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,can I ask where this info is from?,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,a fox4 posting,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,ok thank you I will dig into it,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,There is no justification for gunning him down in the street.   TLOT FERGUSON,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,correction kmov 4,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,those people unfortunately will find a reason to justify the death regardless,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,correction kmov 4,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,thank you very much. I appreciate it! Stay well!!,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,ok. thanks,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,when does stealing equate to death w/o judge and jury?We let this country get like this and it's been time to take it back.,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,I never said it did. I was letting it be known for racist troll that was using it as an excuse.,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,not saying you did either. I'm just stating the obvious that the militarized police in this country needs to be checked,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,and marching won't do it either. I'm sick of seeing this story on repeat. Ferguson should not allow NAACP or Sharpton in,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,we need to adopt a by any means necessary mindset and protect our community from these domestic terrorists we call police,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"Doesn't even matter if he stole 100 karats. Never warrants MURDER when hands are up, unarmed.",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,I agree,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,that tweet was directed towards the racist trolls trying to use that LIE as a justifiable reason for execution,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,I know that. I was just adding to your disgust.,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,what link? FTP POLICEBRUTALITY,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Kmov 4 News,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Here is link:,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Police Brutality Ferguson Shooting Ferguson Justice for Mike Brown,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,you are an incredibly stupid human being.,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Tyvem jailkillercops,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"He is INNOCENT until PROVEN GUILTY! He never had the opportunity. Cops ARE NOT the COURT, JURY, JUDGE...",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"Exactly,.now y do u think they started tht rumor!?.So it can seem JUSTIFIABLE!?Now we KNOW it was simply MURDER for NOTHING",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"""you stupid"" the irony.... Move along BLOCKBUTTONTOOSTRONG",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,She's an ignoramus and can't argue intelligently so she just blocks people. Typical LIBERAL,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"Men ""ON the Rise""",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,Get used to it...ReadNDAA FERGUSONSHOOTING  FERGUSONRIOT,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,of course he didn't. I said that during the presser. they r tryin2 imply via insinuation &amp;encourage ppl 2 connect the dots,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,"right or make it seem like it was ""we mistook his identity for someone else"" situation not today",rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,yes. any and everything to cover the cops ass. ageold white supremacist move actually. and u kno what. it'll prolly wrk,rumours,48
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson,this fucking city will burn if it does,rumours,48
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. FERGUSON,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,What is he SMOKING? He cannot be that stupid.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,- LOL,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,wow... Making it about his feel feels after a teen has been murdered?!,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,White people love the victim card.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,They've been making this whole situation all about them by focusing on the looting.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,He couldn't have been serious... They are so oblivious its damn near hilarious!,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,I don't think looting is effective.  But I'm not going to judge because I don't live there.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,If that happened in my neighborhood I can't promise that I wouldn't want to tear something up.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,but that story about a kid attacking a cop for no reason while on his way to his grandmother's house makes so much sense,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"If Red Riding Hood was black, media/cops would've put wolf on paid vacation &amp; talked about his wolf tearz FERGUSON",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,officially my favorite use of this!,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"If the FERGUSON chief thinks his feelings are relevant to his job, that's probably part of the problem.",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"bummer that…So, since when did the cops start having feelings that could be hurt ?",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"“My officers don’t go around gratuitously shooting ppl and then bragging about it in seedy paramilitary cop bars…""",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,“They go around gratuitously shooting ppl and then agonize about it on social media…and they write poetry”,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"Art srsly, Douglas Adams called it...",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,That's the pot calling the kettle black!,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,"Please don't do the same thing they do, in reverse.  It's ""some"" white people.  :)",rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,in the double.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,It's many.  I don't buy into reverse racism.  It's a farce.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,If you don't see that young man as a victim than I don't know what one is.,rumours,61
The ferguson chief says that his feelings are hurt that ppl consider him a part of the problem. #ferguson http://t.co/VoJGrMOPbZ,Never said he wasn't. I was replying to your racist comment above.,rumours,61
